Baufertigstellungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9662;    Schweinfurt (Krfr.St);49;45;2;2;98;41;4;53;42;33;1;8;134;3;84;47;23;22;–;1;82;41;12;29;29;15;1;13;238;107;100;31;29;12;3;14;250;87;124;39;26;12;3;11;183;72;82;29;27;17;2;8;97;26;42;29;18;11;1;6;222;124;71;27
9663;    Würzburg (Krfr.St);74;25;1;48;856;475;320;61;80;45;19;16;837;667;96;74;73;27;6;40;770;440;273;57;55;34;6;15;388;227;97;64;70;37;10;23;378;160;155;63;71;32;22;17;347;120;167;60;54;29;3;22;387;202;138;47;40;15;2;23;556;237;264;55
9671;    Aschaffenburg (Lkr);271;215;35;21;487;56;124;307;275;216;38;21;518;65;135;318;225;182;24;19;416;66;106;244;243;186;36;21;475;56;135;284;236;182;32;22;527;94;180;253;271;202;38;31;603;100;225;278;248;180;37;31;534;64;180;290;221;158;28;35;519;112;167;240
9672;    Bad Kissingen (Lkr);85;67;10;8;170;17;68;85;119;101;11;7;180;17;33;130;126;104;14;8;276;63;89;124;113;96;9;8;261;68;85;108;147;123;22;2;253;58;38;157;138;115;15;8;265;25;115;125;181;145;21;15;346;88;93;165;315;266;27;22;536;80;141;315
9673;    Rhön-Grabfeld (Lkr);106;95;7;4;172;17;47;108;194;162;20;12;334;33;101;200;148;127;13;8;228;13;67;148;158;136;12;10;273;22;80;171;143;129;11;3;197;26;44;127;139;111;18;10;237;23;64;150;92;77;9;6;136;25;24;87;131;92;31;8;231;37;75;119
9674;    Haßberge (Lkr);121;105;9;7;205;12;35;158;139;119;13;7;224;13;62;149;121;106;10;5;178;-1;51;128;101;91;6;4;190;17;67;106;180;158;12;10;369;97;67;205;266;238;13;15;433;51;110;272;202;184;14;4;288;14;75;199;115;91;20;4;167;11;58;98
9675;    Kitzingen (Lkr);134;113;13;8;199;6;50;143;155;145;7;3;215;9;42;164;152;138;7;7;275;30;80;165;104;92;6;6;177;21;56;100;231;207;19;5;311;22;59;230;294;262;19;13;435;37;108;290;239;186;27;26;491;58;171;262;144;123;12;9;215;18;52;145
9676;    Miltenberg (Lkr);140;107;18;15;318;63;96;159;232;178;27;27;498;84;168;246;147;107;16;24;364;56;160;148;197;159;14;24;457;74;201;182;176;142;17;17;310;38;102;170;141;105;16;20;334;57;131;146;133;95;17;21;326;96;115;115;177;133;24;20;425;98;145;182
9677;    Main-Spessart (Lkr);200;153;30;17;390;89;102;199;234;185;33;16;431;102;94;235;174;144;18;12;320;69;75;176;192;164;20;8;459;175;87;197;238;203;19;16;411;55;97;259;88;75;8;5;143;19;53;71;354;275;56;23;719;148;210;361;218;166;42;10;404;71;126;207
9678;    Schweinfurt (Lkr);205;183;14;8;286;27;45;214;252;226;19;7;376;27;89;260;196;167;16;13;310;20;89;201;256;226;16;14;384;23;105;256;264;229;22;13;434;36;115;283;256;216;27;13;428;34;138;256;253;209;30;14;476;63;162;251;247;190;36;21;450;70;125;255
9679;    Würzburg (Lkr);355;287;41;27;609;42;194;373;379;317;36;26;649;77;170;402;368;293;59;16;590;66;162;362;361;285;57;19;625;96;142;387;424;329;46;49;874;114;310;450;367;283;47;37;738;93;286;359;328;258;46;24;609;107;199;303;343;248;65;30;691;118;252;321
9761;    Augsburg (Krfr.St);180;86;7;87;1375;650;552;173;187;122;11;54;1171;694;356;121;157;86;8;63;1166;588;466;112;121;65;8;48;887;474;317;96;153;85;6;62;1028;615;305;108;247;133;6;108;1826;974;693;159;168;68;7;93;1321;729;519;73;148;77;7;64;906;382;426;98
9762;    Kaufbeuren (Krfr.St);30;25;3;2;69;11;23;35;75;58;6;11;192;34;84;74;64;43;2;19;404;149;209;46;69;56;2;11;223;64;96;63;53;41;3;9;161;56;49;56;48;33;3;12;140;24;59;57;81;67;7;7;243;115;81;47;92;82;3;7;198;42;91;65
9763;    Kempten (Allgäu) (Krfr.St);60;41;6;13;338;132;151;55;66;33;5;28;420;142;224;54;30;17;4;9;152;44;80;28;38;23;3;12;356;207;107;42;44;27;5;12;212;82;81;49;31;9;3;19;274;108;134;32;36;23;2;11;259;86;123;50;41;18;12;11;180;77;62;41
9764;    Memmingen (Krfr.St);77;59;5;13;222;43;89;90;34;19;4;11;131;22;72;37;73;55;5;13;214;70;65;79;77;64;4;9;157;35;63;59;65;54;4;7;196;60;80;56;29;22;2;5;116;50;54;12;101;69;6;26;325;102;162;61;51;26;4;21;269;117;119;33
9771;    Aichach-Friedberg (Lkr);288;250;17;21;602;101;213;288;374;300;44;30;658;99;195;364;361;286;49;26;699;117;205;377;384;325;28;31;690;81;242;367;432;371;27;34;861;122;312;427;359;293;39;27;790;163;270;357;326;246;51;29;667;133;218;316;368;268;68;32;734;136;233;365
9772;    Augsburg (Lkr);500;418;31;51;965;92;376;497;740;636;52;52;1226;120;416;690;873;715;70;88;1593;234;554;805;726;591;66;69;1401;247;471;683;446;351;36;59;1115;288;435;392;446;333;44;69;1070;216;448;406;619;504;54;61;1263;271;418;574;536;402;64;70;1273;299;505;469
9773;    Dillingen a.d.Donau (Lkr);199;166;18;15;375;64;72;239;227;192;20;15;341;24;78;239;248;210;23;15;433;46;141;246;236;199;19;18;452;62;160;230;232;200;16;16;385;88;95;202;238;209;22;7;388;59;111;218;190;163;16;11;377;88;118;171;182;145;20;17;369;74;118;177
9774;    Günzburg (Lkr);281;229;32;20;538;131;154;253;272;199;41;32;592;117;264;211;355;280;48;27;638;142;244;252;350;274;42;34;695;169;286;240;401;315;58;28;682;129;254;299;294;232;35;27;578;109;248;221;363;256;64;43;840;242;368;230;283;200;62;21;544;106;215;223
9775;    Neu-Ulm (Lkr);380;292;32;56;1419;595;425;399;321;245;33;43;960;380;298;282;307;223;42;42;832;138;397;297;309;242;27;40;732;117;333;282;429;327;43;59;1103;257;453;393;383;287;39;57;954;243;401;310;336;226;45;65;1291;508;487;296;304;205;41;58;1051;279;548;224
9776;    Lindau (Bodensee) (Lkr);149;86;17;46;495;92;255;148;104;58;17;29;333;69;145;119;149;96;23;30;393;103;157;133;139;88;19;32;346;67;162;117;139;82;24;33;444;115;215;114;116;68;19;29;365;85;166;114;89;42;18;29;414;98;212;104;60;27;15;18;253;75;123;55
9777;    Ostallgäu (Lkr);471;376;55;40;863;94;271;498;465;390;51;24;735;73;207;455;425;342;56;27;713;106;214;393;365;286;35;44;753;110;274;369;466;338;61;67;1136;155;479;502;357;271;65;21;676;99;204;373;383;266;83;34;715;110;235;370;244;168;38;38;578;122;213;243
9778;    Unterallgäu (Lkr);428;356;39;33;759;104;283;372;524;439;42;43;959;153;358;448;444;351;49;44;875;113;415;347;442;374;33;35;804;138;307;359;491;396;53;42;927;183;340;404;374;297;35;42;829;178;336;315;396;297;64;35;807;148;311;348;431;334;76;21;765;138;271;356
9779;    Donau-Ries (Lkr);285;226;41;18;517;95;128;294;295;242;36;17;541;110;149;282;354;296;34;24;654;138;198;318;346;290;42;14;619;113;178;328;390;308;57;25;687;115;202;370;443;341;69;33;753;108;261;384;445;331;78;36;852;135;271;446;353;270;58;25;642;95;222;325
9780;    Oberallgäu (Lkr);284;201;42;41;615;60;250;305;238;139;55;44;635;120;244;271;298;217;45;36;670;116;270;284;309;209;51;49;787;154;319;314;235;166;35;34;619;94;277;248;244;147;46;51;787;250;280;257;240;139;55;46;798;212;317;269;155;80;41;34;500;132;216;152
9171111;      Altötting, St;12;8;1;3;26;1;10;15;20;16;–;4;39;8;14;17;27;18;2;7;81;16;44;21;21;14;1;6;53;14;23;16;19;15;2;2;35;7;15;13;32;22;6;4;70;20;26;24;16;10;–;6;48;14;21;13;10;6;1;3;27;6;13;8
9171112;      Burghausen, St;32;23;1;8;148;73;49;26;7;4;–;3;61;9;48;4;17;13;–;4;84;33;31;20;21;16;4;1;50;15;12;23;26;11;5;10;118;47;50;21;49;41;2;6;123;28;51;44;46;36;2;8;124;29;56;39;28;25;1;2;42;5;7;30
9171113;      Burgkirchen a.d.Alz;19;15;–;4;33;2;16;15;13;8;–;5;36;12;15;9;35;22;3;10;66;–;31;35;25;20;2;3;55;21;7;27;48;45;–;3;72;6;36;30;39;28;1;10;85;8;42;35;21;13;1;7;91;5;47;39;18;11;1;6;78;28;35;15
9171114;      Emmerting;15;10;2;3;73;47;12;14;9;7;2;–;11;1;1;9;9;8;–;1;11;–;1;10;5;5;–;–;5;–;-1;6;6;5;1;–;7;–;–;7;4;4;–;–;4;–;–;4;21;16;2;3;49;14;15;20;28;21;1;6;70;12;32;26
9171115;      Erlbach;5;5;–;–;5;–;-1;6;3;3;–;–;4;–;–;4;4;4;–;–;5;–;1;4;3;3;–;–;3;–;–;3;5;5;–;–;14;5;2;7;5;4;1;–;6;–;-1;7;8;7;1;–;10;–;–;10;2;2;–;–;2;–;–;2
9171116;      Feichten a.d.Alz;–;–;–;–;2;–;–;2;4;4;–;–;4;–;–;4;3;3;–;–;4;–;–;4;–;–;–;–;–;–;–;–;9;7;2;–;11;-1;4;8;5;4;–;1;10;–;6;4;7;4;2;1;16;1;7;8;15;7;3;5;41;–;27;14
9171117;      Garching a.d.Alz;8;8;–;–;15;1;-1;15;14;11;2;1;26;1;2;23;10;10;–;–;13;–;5;8;18;13;2;3;43;3;21;19;41;32;2;7;77;5;37;35;16;11;2;3;36;–;11;25;17;10;2;5;54;6;33;15;11;9;1;1;23;–;6;17
9171118;      Haiming;7;7;–;–;7;–;-1;8;11;8;–;3;22;–;14;8;4;4;–;–;4;–;–;4;11;11;–;–;11;–;1;10;30;23;5;2;41;1;16;24;11;10;1;–;12;–;1;11;9;9;–;–;9;–;1;8;7;6;–;1;13;–;5;8
9171119;      Halsbach;5;3;2;–;7;–;2;5;4;1;3;–;7;1;1;5;2;1;1;–;7;–;2;5;2;1;1;–;3;1;–;2;14;10;3;1;21;4;6;11;6;6;–;–;6;–;1;5;5;2;2;1;16;3;4;9;3;2;1;–;4;–;1;3
9171121;      Kastl;4;–;2;2;15;4;8;3;4;2;2;–;6;–;2;4;17;16;–;1;23;2;6;15;14;12;–;2;20;–;7;13;7;4;–;3;24;2;17;5;16;15;–;1;27;–;8;19;9;9;–;–;10;1;1;8;3;2;–;1;17;5;8;4
9171122;      Kirchweidach;14;12;1;1;19;–;5;14;23;18;1;4;49;1;16;32;12;7;2;3;24;–;13;11;10;10;–;–;13;2;–;11;25;22;2;1;32;2;2;28;15;12;2;1;21;1;5;15;13;9;2;2;28;3;11;14;18;11;5;2;32;5;13;14
9171123;      Marktl, M;2;2;–;–;2;–;–;2;6;3;1;2;46;32;5;9;2;1;–;1;13;–;11;2;2;2;–;–;2;–;-1;3;13;12;–;1;15;–;–;15;11;10;–;1;16;–;7;9;2;2;–;–;9;4;–;5;9;8;1;–;11;–;1;10
9171124;      Mehring;14;12;2;–;16;–;1;15;16;14;2;–;19;1;1;17;27;24;3;–;32;–;7;25;2;2;–;–;2;–;1;1;6;5;1;–;8;2;1;5;11;10;1;–;12;–;3;9;1;1;–;–;2;–;–;2;2;2;–;–;2;–;–;2
9171125;      Neuötting, St;18;15;1;2;58;10;30;18;26;21;4;1;37;4;10;23;14;12;2;–;19;1;8;10;4;3;1;–;14;6;4;4;15;9;1;5;45;5;29;11;7;6;–;1;28;11;11;6;10;5;3;2;32;4;17;11;5;1;1;3;26;4;15;7
9171126;      Perach;6;5;1;–;8;–;–;8;4;2;1;1;9;–;4;5;4;4;–;–;4;–;–;4;12;11;1;–;14;–;3;11;4;4;–;–;6;1;–;5;2;1;–;1;13;3;6;4;4;4;–;–;6;1;0;5;3;3;–;–;11;7;1;3
9171127;      Pleiskirchen;8;7;1;–;10;–;2;8;4;2;2;–;7;–;2;5;3;3;–;–;6;–;–;6;3;3;–;–;3;–;–;3;14;11;3;–;18;–;4;14;10;8;2;–;16;–;-1;17;8;7;1;–;9;1;–;8;8;6;2;–;11;1;1;9
9171129;      Reischach;11;9;2;–;13;–;1;12;6;5;1;–;7;–;1;6;16;9;7;–;23;2;6;15;10;8;–;2;18;–;4;14;16;13;1;2;25;1;7;17;13;9;3;1;23;–;10;13;11;7;3;1;27;12;1;14;7;7;–;–;11;1;3;7
9171130;      Stammham;7;7;–;–;7;–;–;7;7;4;2;1;11;2;5;4;2;2;–;–;2;–;–;2;1;–;–;1;4;–;4;–;9;6;–;3;20;2;12;6;1;1;–;–;2;–;–;2;4;4;–;–;5;–;1;4;1;–;1;–;2;–;–;2
9171131;      Teising;3;3;–;–;4;–;–;4;3;3;–;–;3;–;–;3;1;1;–;–;1;–;–;1;8;7;–;1;11;1;3;7;4;3;1;–;5;–;2;3;9;8;1;–;10;–;1;9;9;8;1;–;12;–;1;11;1;1;–;–;1;–;–;1
9171132;      Töging a.Inn, St;21;19;1;1;30;3;7;20;16;14;2;–;19;1;-1;19;14;12;–;2;27;–;12;15;27;21;4;2;41;3;14;24;13;12;–;1;17;–;4;13;19;15;3;1;64;27;22;15;10;5;1;4;82;44;29;9;9;7;2;–;13;1;2;10
9171133;      Tüßling, M;12;10;1;1;17;2;5;10;7;7;–;–;7;–;–;7;15;14;–;1;18;–;4;14;18;15;1;2;31;–;17;14;8;2;–;6;33;–;31;2;11;10;–;1;16;–;4;12;8;6;1;1;18;3;9;6;4;3;1;–;6;1;1;4
9171134;      Tyrlaching;6;4;1;1;10;–;6;4;3;2;–;1;7;–;5;2;3;2;–;1;6;–;4;2;11;9;1;1;15;–;4;11;11;8;2;1;16;–;8;8;5;4;1;–;6;–;–;6;8;6;2;–;10;1;0;9;2;1;1;–;4;1;1;2
9171135;      Unterneukirchen;15;12;–;3;40;17;11;12;8;5;1;2;16;–;9;7;13;10;2;1;19;–;6;13;24;18;3;3;36;1;15;20;5;4;–;1;14;2;4;8;18;12;2;4;48;4;28;16;11;6;1;4;26;–;13;13;8;5;2;1;41;28;3;10
9171137;      Winhöring;13;8;–;5;27;1;11;15;13;8;3;2;27;6;16;5;7;7;–;–;9;–;1;8;6;4;2;–;12;–;5;7;11;9;1;1;16;–;5;11;14;13;–;1;18;1;2;15;10;6;4;–;15;3;3;9;13;10;–;3;31;9;13;9
9172111;      Ainring;12;6;2;4;57;34;21;2;28;21;2;5;60;19;17;24;20;17;2;1;38;–;19;19;10;8;1;1;21;6;2;13;8;7;–;1;32;–;19;13;11;8;1;2;48;-3;29;22;7;7;–;–;11;2;2;7;7;5;1;1;17;3;2;12
9172112;      Anger;13;11;2;–;22;5;1;16;16;13;2;1;40;16;7;17;10;10;–;–;15;–;2;13;9;9;–;–;14;1;3;10;4;4;–;–;8;–;4;4;4;–;–;4;22;7;14;1;4;4;–;–;6;1;2;3;6;4;1;1;19;4;9;6
9172114;      Bad Reichenhall, GKSt;2;1;–;1;10;2;7;1;6;3;1;2;44;19;15;10;16;2;2;12;88;13;71;4;18;11;–;7;77;13;43;21;16;9;3;4;62;14;26;22;14;5;–;9;143;52;82;9;14;8;–;6;67;12;49;6;6;2;–;4;47;22;23;2
9172115;      Bayerisch Gmain;2;2;–;–;3;1;–;2;6;4;–;2;16;4;7;5;1;1;–;–;9;3;1;5;3;3;–;–;3;–;–;3;2;2;–;–;2;–;–;2;3;2;1;–;2;1;-1;2;3;1;–;2;45;28;15;2;–;–;–;–;1;–;–;1
9172116;      Berchtesgaden, M;5;–;1;4;45;20;19;6;8;7;–;1;21;4;11;6;9;2;1;6;68;16;41;11;4;2;1;1;15;1;9;5;5;3;1;1;11;4;7;–;2;1;–;1;13;1;11;1;13;5;1;7;121;80;29;12;3;2;–;1;10;1;3;6
9172117;      Bischofswiesen;1;1;–;–;6;1;2;3;4;3;–;1;9;2;4;3;7;1;5;1;33;8;11;14;5;2;1;2;12;-10;15;7;6;5;–;1;8;–;3;5;4;3;1;–;17;3;11;3;10;9;–;1;69;42;12;15;1;1;–;–;4;–;2;2
9172118;      Freilassing, St;9;4;–;5;38;11;21;6;8;–;1;7;57;13;37;7;16;4;–;12;92;22;58;12;9;6;–;3;39;3;34;2;31;12;3;16;117;30;68;19;51;46;1;4;92;11;60;21;21;9;2;10;113;23;77;13;6;1;–;5;45;15;29;1
9172122;      Laufen, St;10;5;–;5;49;10;34;5;6;2;1;3;39;8;15;16;7;4;2;1;24;3;12;9;15;11;2;2;60;30;20;10;5;5;–;–;8;2;4;2;4;4;–;–;14;6;3;5;6;4;–;2;11;1;5;5;10;7;2;1;18;1;8;9
9172124;      Marktschellenberg, M;–;–;–;–;–;–;–;–;–;–;–;–;–;-1;1;–;–;–;–;–;-1;-12;5;6;–;–;–;–;1;–;-1;2;1;1;–;–;1;–;–;1;–;–;–;–;1;-1;–;2;–;–;–;–;4;-1;3;2;1;–;1;–;2;–;2;–
9172128;      Piding;3;–;1;2;16;9;4;3;8;8;–;–;18;5;3;10;7;7;–;–;13;1;–;12;10;5;1;4;59;6;29;24;3;–;1;2;12;6;4;2;4;1;1;2;15;3;9;3;3;3;–;–;4;–;1;3;3;1;–;2;15;4;8;3
9172129;      Ramsau b.Berchtesgaden;–;–;–;–;2;1;-2;3;4;2;1;1;14;1;7;6;1;1;–;–;4;-3;6;1;–;–;–;–;9;1;3;5;–;–;–;–;4;3;-1;2;1;–;–;1;6;–;3;3;–;–;–;–;2;3;-2;1;–;–;–;–;–;–;–;–
9172130;      Saaldorf-Surheim;14;10;2;2;57;29;12;16;15;14;1;–;23;–;4;19;14;9;2;3;38;–;16;22;18;12;1;5;49;13;20;16;12;10;1;1;25;5;10;10;14;13;–;1;23;–;11;12;9;9;–;–;10;–;1;9;9;7;1;1;29;2;19;8
9172131;      Schneizlreuth;–;–;–;–;–;–;–;–;2;2;–;–;4;–;1;3;1;–;1;–;4;1;1;2;7;7;–;–;8;–;2;6;3;3;–;–;6;1;–;5;1;1;–;–;3;–;2;1;2;2;–;–;2;–;1;1;4;4;–;–;5;–;1;4
9172132;      Schönau a.Königssee;2;–;2;–;10;3;5;2;6;2;1;3;23;–;20;3;2;1;1;–;11;–;9;2;5;3;2;–;8;-1;5;4;6;2;–;4;33;4;23;6;7;3;1;3;27;2;13;12;13;6;2;5;45;8;25;12;2;1;–;1;9;1;2;6
9172134;      Teisendorf, M;13;10;2;1;24;2;–;22;16;12;4;–;28;1;6;21;16;13;3;–;26;1;3;22;15;14;1;–;22;2;3;17;13;9;3;1;28;7;7;14;5;5;–;–;9;1;-1;9;20;16;4;–;35;2;6;27;24;17;5;2;53;7;18;28
9172444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9173111;      Bad Heilbrunn;22;16;4;2;36;1;20;15;1;–;–;1;5;2;1;2;10;6;3;1;23;3;13;7;7;5;1;1;15;1;4;10;6;4;1;1;17;9;2;6;11;5;5;1;28;2;3;23;4;2;–;2;10;2;7;1;14;8;3;3;55;22;22;11
9173112;      Bad Tölz, St;14;4;–;10;92;36;46;10;11;7;2;2;45;17;14;14;13;5;2;6;72;28;30;14;30;20;3;7;94;29;39;26;23;11;3;9;84;20;33;31;17;11;3;3;57;15;11;31;9;3;1;5;48;9;35;4;24;14;4;6;82;6;46;30
9173113;      Benediktbeuern;8;6;1;1;12;-1;6;7;10;7;3;–;17;3;4;10;12;7;2;3;23;3;7;13;7;5;–;2;20;3;8;9;13;10;2;1;17;–;6;11;8;7;–;1;11;–;3;8;13;11;1;1;17;2;3;12;18;16;–;2;24;–;6;18
9173115;      Bichl;4;4;–;–;5;1;–;4;7;6;1;–;8;–;–;8;5;1;1;3;18;9;7;2;8;6;–;2;21;-1;15;7;4;–;–;4;18;2;5;11;6;3;1;2;14;2;5;7;12;8;3;1;20;–;8;12;15;11;2;2;24;3;10;11
9173118;      Dietramszell;1;1;–;–;12;4;4;4;7;4;1;2;14;3;6;5;15;10;3;2;50;11;25;14;14;12;–;2;30;5;10;15;15;10;2;3;43;4;13;26;7;4;2;1;36;13;12;11;12;7;4;1;23;3;7;13;13;10;2;1;39;12;16;11
9173120;      Egling;13;11;1;1;20;2;1;17;6;3;1;2;22;2;13;7;8;7;1;–;19;6;3;10;7;7;–;–;11;3;-2;10;13;11;1;1;30;3;13;14;12;8;2;2;26;0;12;14;11;8;2;1;25;6;6;13;15;12;2;1;34;4;12;18
9173123;      Eurasburg;3;2;1;–;4;1;-1;4;18;15;1;2;27;3;4;20;12;6;6;–;19;4;4;11;5;2;2;1;19;2;12;5;8;4;1;3;19;4;5;10;5;2;3;–;28;4;16;8;4;1;2;1;12;3;6;3;9;4;5;–;19;1;9;9
9173124;      Gaißach;2;2;–;–;9;3;2;4;3;2;–;1;6;–;–;6;11;6;4;1;24;3;7;14;6;3;3;–;15;2;–;13;–;–;–;–;10;–;5;5;8;5;3;–;29;2;12;15;10;4;4;2;28;5;8;15;6;2;3;1;26;-2;14;14
9173126;      Geretsried, St;61;46;6;9;221;136;30;55;20;11;1;8;99;44;34;21;46;31;2;13;205;41;115;49;33;18;2;13;311;57;209;45;28;24;1;3;63;11;19;33;21;16;4;1;50;24;8;18;25;16;2;7;106;37;46;23;14;12;1;1;111;27;65;19
9173127;      Greiling;4;2;2;–;7;2;1;4;4;3;1;–;7;–;2;5;3;–;3;–;9;–;5;4;5;4;1;–;7;–;3;4;6;–;6;–;13;4;1;8;7;5;2;–;10;1;6;3;2;–;2;–;5;2;–;3;2;–;1;1;11;5;3;3
9173130;      Icking;8;8;–;–;11;–;3;8;9;8;1;–;10;–;2;8;9;7;2;–;11;1;2;8;7;7;–;–;9;1;2;6;21;21;–;–;22;-1;2;21;16;14;2;–;18;–;2;16;10;10;–;–;11;–;–;11;6;6;–;–;9;2;3;4
9173131;      Jachenau;1;1;–;–;1;–;-1;2;4;–;4;–;8;2;3;3;1;–;1;–;4;1;-2;5;2;1;1;–;7;1;4;2;3;3;–;–;3;–;–;3;–;–;–;–;3;–;1;2;1;–;–;1;3;1;1;1;1;–;–;1;6;2;4;–
9173133;      Kochel a.See;9;7;1;1;16;3;-1;14;4;3;1;–;17;9;4;4;10;9;–;1;17;1;4;12;9;8;1;–;11;-1;3;9;8;1;2;5;56;23;27;6;5;5;–;–;6;2;-1;5;5;2;1;2;13;4;6;3;12;8;3;1;21;3;7;11
9173134;      Königsdorf;12;11;–;1;16;–;1;15;11;7;2;2;20;1;8;11;11;3;3;5;45;16;16;13;9;8;1;–;15;–;4;11;5;4;1;–;10;2;1;7;9;7;2;–;13;–;1;12;9;8;–;1;14;2;1;11;9;8;1;–;18;2;7;9
9173135;      Lenggries;4;4;–;–;13;–;5;8;13;10;2;1;29;–;12;17;15;11;2;2;32;1;13;18;19;15;3;1;13;-11;3;21;20;9;5;6;47;4;20;23;16;11;2;3;38;6;17;15;20;13;4;3;41;7;19;15;15;7;5;3;38;7;17;14
9173137;      Münsing;20;14;2;4;45;8;16;21;7;3;3;1;16;–;7;9;14;9;4;1;23;3;9;11;14;10;3;1;34;14;1;19;12;5;4;3;46;12;21;13;5;1;3;1;16;1;5;10;10;6;3;1;19;1;8;10;22;17;3;2;31;3;7;21
9173140;      Reichersbeuern;6;2;3;1;16;–;7;9;7;6;1;–;8;–;2;6;12;8;2;2;18;3;2;13;8;3;5;–;20;–;11;9;3;3;–;–;3;–;–;3;8;6;2;–;18;0;6;12;5;5;–;–;8;–;2;6;5;3;1;1;9;1;5;3
9173141;      Sachsenkam;2;1;–;1;9;3;3;3;1;1;–;–;3;–;3;–;2;–;–;2;7;1;5;1;2;1;–;1;4;–;1;3;–;–;–;–;–;–;–;–;2;2;–;–;2;–;1;1;7;5;–;2;13;1;4;8;1;1;–;–;1;–;–;1
9173142;      Schlehdorf;2;2;–;–;4;–;2;2;3;3;–;–;4;–;1;3;6;3;2;1;39;33;2;4;10;8;1;1;15;–;5;10;5;5;–;–;5;–;–;5;4;2;–;2;13;2;6;5;4;2;1;1;7;1;1;5;1;1;–;–;3;–;1;2
9173145;      Wackersberg;2;1;–;1;11;–;3;8;3;–;3;–;8;4;1;3;5;4;1;–;8;–;1;7;7;3;1;3;19;4;10;5;5;2;2;1;13;1;6;6;5;3;–;2;29;1;24;4;12;7;5;–;24;2;5;17;12;6;2;4;34;6;10;18
9173147;      Wolfratshausen, St;28;17;–;11;110;11;76;23;27;20;2;5;70;8;35;27;19;16;1;2;38;6;10;22;25;13;2;10;131;32;78;21;32;23;3;6;81;20;28;33;22;17;–;5;54;11;23;20;30;17;6;7;117;29;58;30;31;22;–;9;180;44;94;42
9173444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9174111;      Altomünster, M;34;29;5;–;41;4;4;33;25;22;2;1;40;6;5;29;28;23;5;–;39;3;14;22;25;22;1;2;38;4;12;22;24;21;1;2;45;6;15;24;24;21;2;1;30;1;8;21;21;18;3;–;30;4;6;20;31;24;4;3;52;7;17;28
9174113;      Bergkirchen;15;14;1;–;19;2;-1;18;44;36;6;2;74;11;19;44;21;14;4;3;36;3;10;23;12;9;1;2;32;6;14;12;30;24;2;4;57;13;16;28;20;15;2;3;45;6;24;15;24;15;4;5;60;15;20;25;20;17;3;–;24;1;5;18
9174115;      Dachau, GKSt;42;30;1;11;108;9;54;45;70;47;4;19;230;92;80;58;52;37;5;10;134;16;60;58;63;43;6;14;155;39;67;49;60;42;2;16;192;48;87;57;44;26;2;16;209;66;111;32;30;16;2;12;101;22;61;18;46;24;6;16;178;67;77;34
9174118;      Erdweg;12;11;1;–;16;1;5;10;34;30;3;1;51;2;14;35;33;32;1;–;41;3;4;34;31;26;–;5;57;15;15;27;30;22;6;2;51;8;16;27;23;22;1;–;26;-1;6;21;29;27;1;1;38;5;0;33;13;9;4;–;17;–;7;10
9174121;      Haimhausen;25;21;3;1;35;3;11;21;28;22;2;4;57;5;25;27;11;10;1;–;19;–;4;15;32;28;3;1;45;6;10;29;18;15;3;–;31;3;12;16;11;7;–;4;38;11;19;8;14;8;2;4;64;21;26;17;2;1;1;–;4;–;1;3
9174122;      Hebertshausen;17;13;4;–;24;3;7;14;41;37;2;2;55;2;10;43;13;9;2;2;37;2;20;15;15;13;2;–;22;4;9;9;17;13;1;3;89;57;18;14;14;12;–;2;25;2;9;14;10;9;–;1;13;0;8;5;7;4;3;–;11;2;1;8
9174126;      Karlsfeld;94;88;4;2;106;2;8;96;48;36;2;10;362;220;103;39;18;17;–;1;28;5;7;16;51;38;6;7;204;70;82;52;15;11;1;3;48;13;28;7;23;15;2;6;58;13;30;15;34;27;2;5;68;16;30;22;20;13;1;6;69;24;36;9
9174131;      Markt Indersdorf, M;19;14;4;1;36;2;9;25;38;35;2;1;69;14;17;38;32;21;3;8;108;26;58;24;48;44;–;4;88;21;22;45;36;30;2;4;56;9;7;40;15;14;–;1;21;–;4;17;19;14;2;3;38;3;16;19;6;4;2;–;13;-1;6;8
9174135;      Odelzhausen;10;9;1;–;13;2;2;9;11;8;1;2;25;7;8;10;14;9;4;1;31;4;8;19;30;28;1;1;41;2;11;28;26;19;2;5;79;17;34;28;16;7;8;1;29;3;15;11;23;16;2;5;67;16;36;15;25;18;2;5;90;37;31;22
9174136;      Petershausen;9;7;2;–;12;–;4;8;14;13;1;–;16;–;4;12;12;9;3;–;15;2;3;10;20;12;5;3;44;9;14;21;14;9;3;2;78;17;50;11;8;1;5;2;42;14;17;11;14;7;4;3;37;10;16;11;8;7;1;–;11;–;5;6
